TimeEntryID,MatterID,AttorneyID,WorkDate,HoursWorked,BillingRate,BillableAmount,Description
TE03266,M0003,A020,2024-08-25,5,625,3125,Drafted correspondence and legal memorandum
TE03267,M0005,A002,2025-03-05,7,550,3850,Drafted correspondence and legal memorandum
TE03268,M0070,A027,2026-05-10,1.5,400,600,Performed legal research
TE03269,M0019,A031,2026-05-01,7,650,4550,Coordinated matter planning with client team
TE03270,M0142,A029,2025-08-09,1,600,600,Coordinated matter planning with client team
TE03271,M0030,A008,2024-01-30,2,575,1150,Drafted correspondence and legal memorandum
TE03272,M0112,A037,2023-08-12,6,675,4050,Reviewed discovery materials
TE03273,M0042,A005,2026-04-14,6.5,625,4062.5,Performed legal research
TE03274,M0101,A032,2026-02-27,1,550,550,Prepared for witness interview
TE03275,M0047,A032,2025-03-13,6,550,3300,Reviewed billing and budget status
TE03276,M0086,A012,2024-08-14,8,400,3200,Prepared for witness interview
TE03277,M0014,A009,2026-01-01,7.5,450,3375,Drafted correspondence and legal memorandum
TE03278,M0017,A013,2025-11-15,1,700,700,Coordinated matter planning with client team
TE03279,M0112,A021,2026-02-01,7.5,375,2812.5,Reviewed case documents and prepared analysis
TE03280,M0097,A004,2024-03-14,2,725,1450,Performed legal research
TE03281,M0031,A018,2025-02-11,0.5,425,212.5,Drafted correspondence and legal memorandum
TE03282,M0003,A029,2024-12-05,4.5,600,2700,Prepared for witness interview
TE03283,M0060,A016,2025-05-08,2.5,650,1625,Prepared matter status update
TE03284,M0058,A024,2023-11-10,3,450,1350,Drafted correspondence and legal memorandum
TE03285,M0100,A017,2023-11-24,1,550,550,Analyzed regulatory and compliance requirements
TE03286,M0080,A030,2024-07-06,1.5,475,712.5,Reviewed billing and budget status
TE03287,M0109,A005,2025-12-07,3.5,625,2187.5,Reviewed case documents and prepared analysis
TE03288,M0134,A023,2024-05-18,1,575,575,Analyzed regulatory and compliance requirements
TE03289,M0136,A004,2025-12-21,0.5,725,362.5,Reviewed discovery materials
TE03290,M0138,A003,2023-10-24,1,425,425,Prepared matter status update
TE03291,M0007,A018,2025-06-16,3.5,425,1487.5,Analyzed regulatory and compliance requirements
TE03292,M0035,A037,2025-09-04,4.5,675,3037.5,Conducted client strategy conference
TE03293,M0131,A010,2025-10-29,0.5,750,375,Reviewed discovery materials
TE03294,M0143,A029,2025-09-14,3,600,1800,Analyzed regulatory and compliance requirements
TE03295,M0032,A007,2026-01-13,7,675,4725,Drafted correspondence and legal memorandum
TE03296,M0078,A027,2023-12-18,7,400,2800,Reviewed discovery materials
TE03297,M0088,A037,2024-01-14,8,675,5400,Analyzed regulatory and compliance requirements
TE03298,M0118,A034,2026-05-06,3,725,2175,Performed legal research
TE03299,M0108,A030,2025-02-18,4.5,475,2137.5,Reviewed billing and budget status
TE03300,M0023,A006,2026-05-30,5,375,1875,Prepared for witness interview
TE03301,M0063,A036,2026-03-23,4.5,375,1687.5,Analyzed regulatory and compliance requirements
TE03302,M0050,A024,2026-07-21,3.5,450,1575,Reviewed discovery materials
TE03303,M0148,A011,2024-12-16,5.5,525,2887.5,Reviewed case documents and prepared analysis
TE03304,M0048,A033,2026-02-10,3.5,425,1487.5,Prepared for witness interview
TE03305,M0049,A029,2023-07-25,7,600,4200,Reviewed discovery materials
TE03306,M0111,A011,2026-05-09,3,525,1575,Analyzed regulatory and compliance requirements
TE03307,M0139,A037,2023-10-07,1,675,675,Drafted correspondence and legal memorandum
TE03308,M0091,A034,2023-05-20,1.5,725,1087.5,Drafted correspondence and legal memorandum
TE03309,M0049,A030,2023-07-16,2,475,950,Reviewed case documents and prepared analysis
TE03310,M0031,A004,2026-07-24,6.5,725,4712.5,Reviewed billing and budget status
TE03311,M0014,A030,2026-01-30,8,475,3800,Performed legal research
TE03312,M0084,A024,2024-09-04,0.5,450,225,Prepared for witness interview
TE03313,M0103,A006,2024-02-21,7,375,2625,Performed legal research
TE03314,M0148,A019,2025-03-28,2.5,725,1812.5,Reviewed billing and budget status
TE03315,M0067,A024,2023-03-15,4.5,450,2025,Reviewed case documents and prepared analysis
TE03316,M0068,A017,2023-09-09,3.5,550,1925,Reviewed discovery materials
TE03317,M0085,A011,2026-06-10,3,525,1575,Conducted client strategy conference
TE03318,M0070,A006,2025-10-25,6.5,375,2437.5,Coordinated matter planning with client team
TE03319,M0030,A012,2024-12-03,2.5,400,1000,Analyzed regulatory and compliance requirements
TE03320,M0019,A001,2026-06-16,8,650,5200,Reviewed billing and budget status
TE03321,M0039,A011,2024-08-02,2,525,1050,Reviewed discovery materials
TE03322,M0136,A032,2026-04-12,5.5,550,3025,Coordinated matter planning with client team
TE03323,M0007,A035,2025-07-31,7,625,4375,Drafted correspondence and legal memorandum
TE03324,M0063,A011,2024-02-10,5,525,2625,Reviewed billing and budget status
TE03325,M0020,A017,2026-06-08,7,550,3850,Performed legal research
TE03326,M0115,A016,2025-07-25,3,650,1950,Analyzed regulatory and compliance requirements
TE03327,M0142,A021,2025-09-19,5,375,1875,Analyzed regulatory and compliance requirements
TE03328,M0074,A010,2026-06-21,7,750,5250,Prepared matter status update
TE03329,M0051,A036,2026-02-20,7.5,375,2812.5,Drafted correspondence and legal memorandum
TE03330,M0028,A002,2025-06-14,5.5,550,3025,Coordinated matter planning with client team
TE03331,M0096,A006,2026-07-03,4,375,1500,Performed legal research
TE03332,M0098,A023,2023-06-26,1,575,575,Prepared matter status update
TE03333,M0133,A033,2024-08-31,7.5,425,3187.5,Performed legal research
TE03334,M0054,A028,2025-08-09,3,700,2100,Conducted client strategy conference
TE03335,M0079,A027,2025-08-12,2.5,400,1000,Performed legal research
TE03336,M0140,A028,2025-03-10,1.5,700,1050,Prepared matter status update
TE03337,M0072,A003,2024-04-05,6,425,2550,Reviewed case documents and prepared analysis
TE03338,M0097,A003,2024-04-11,3,425,1275,Conducted client strategy conference
TE03339,M0093,A013,2024-11-10,3.5,700,2450,Reviewed billing and budget status
TE03340,M0009,A023,2024-04-04,3.5,575,2012.5,Conducted client strategy conference
TE03341,M0041,A036,2026-04-27,4,375,1500,Coordinated matter planning with client team
TE03342,M0096,A008,2026-01-01,8,575,4600,Prepared matter status update
TE03343,M0145,A026,2026-02-10,7,525,3675,Analyzed regulatory and compliance requirements
TE03344,M0091,A001,2023-05-24,4,650,2600,Prepared matter status update
TE03345,M0109,A004,2025-04-20,6,725,4350,Analyzed regulatory and compliance requirements
TE03346,M0064,A033,2025-04-19,0.5,425,212.5,Analyzed regulatory and compliance requirements
TE03347,M0014,A020,2025-05-12,4,625,2500,Reviewed case documents and prepared analysis
TE03348,M0101,A033,2026-01-28,5.5,425,2337.5,Reviewed case documents and prepared analysis
TE03349,M0017,A020,2024-12-17,3,625,1875,Conducted client strategy conference
TE03350,M0102,A031,2026-05-30,2,650,1300,Prepared matter status update
TE03351,M0138,A012,2023-12-22,1.5,400,600,Prepared for witness interview
TE03352,M0119,A019,2024-02-13,1,725,725,Reviewed case documents and prepared analysis
TE03353,M0103,A012,2024-06-10,3.5,400,1400,Reviewed case documents and prepared analysis
TE03354,M0036,A026,2025-09-19,6,525,3150,Drafted correspondence and legal memorandum
TE03355,M0059,A012,2023-05-21,5,400,2000,Performed legal research
TE03356,M0127,A033,2023-10-18,4,425,1700,Drafted correspondence and legal memorandum
TE03357,M0092,A011,2024-08-08,1,525,525,Performed legal research
TE03358,M0044,A013,2025-12-23,1,700,700,Reviewed discovery materials
TE03359,M0095,A036,2026-01-27,7.5,375,2812.5,Reviewed billing and budget status
TE03360,M0149,A011,2024-01-10,0.5,525,262.5,Reviewed billing and budget status
TE03361,M0107,A026,2025-05-03,0.5,525,262.5,Conducted client strategy conference
TE03362,M0060,A036,2026-01-16,6.5,375,2437.5,Prepared matter status update
TE03363,M0147,A005,2023-04-07,6.5,625,4062.5,Reviewed billing and budget status
TE03364,M0001,A010,2026-07-20,6,750,4500,Analyzed regulatory and compliance requirements
TE03365,M0071,A006,2025-12-20,5.5,375,2062.5,Performed legal research
TE03366,M0129,A014,2023-06-24,7,600,4200,Prepared for witness interview
TE03367,M0021,A032,2025-04-18,0.5,550,275,Conducted client strategy conference
TE03368,M0115,A026,2025-11-18,0.5,525,262.5,Drafted correspondence and legal memorandum
TE03369,M0115,A009,2025-09-27,3.5,450,1575,Prepared matter status update
TE03370,M0079,A031,2025-12-28,3.5,650,2275,Prepared matter status update
TE03371,M0087,A005,2026-05-27,6,625,3750,Reviewed case documents and prepared analysis
TE03372,M0086,A024,2026-03-19,1,450,450,Reviewed case documents and prepared analysis
TE03373,M0118,A030,2026-03-21,3.5,475,1662.5,Reviewed discovery materials
TE03374,M0095,A023,2024-06-25,7,575,4025,Reviewed discovery materials
TE03375,M0101,A012,2025-06-16,7.5,400,3000,Drafted correspondence and legal memorandum
TE03376,M0007,A003,2025-07-30,3,425,1275,Reviewed case documents and prepared analysis
TE03377,M0057,A034,2024-06-12,8,725,5800,Drafted correspondence and legal memorandum
TE03378,M0107,A037,2025-04-27,3.5,675,2362.5,Prepared for witness interview
TE03379,M0012,A019,2025-01-10,3,725,2175,Drafted correspondence and legal memorandum
TE03380,M0072,A023,2025-10-12,5.5,575,3162.5,Prepared for witness interview
TE03381,M0148,A003,2024-09-02,1.5,425,637.5,Prepared matter status update
TE03382,M0106,A014,2026-02-07,8,600,4800,Prepared matter status update
TE03383,M0094,A032,2025-02-07,6,550,3300,Drafted correspondence and legal memorandum
TE03384,M0146,A033,2025-08-20,0.5,425,212.5,Analyzed regulatory and compliance requirements
TE03385,M0056,A018,2024-11-24,1,425,425,Prepared matter status update
TE03386,M0028,A032,2025-07-26,3.5,550,1925,Prepared for witness interview
TE03387,M0056,A004,2024-11-30,3,725,2175,Prepared matter status update
TE03388,M0097,A023,2024-01-07,6,575,3450,Prepared for witness interview
TE03389,M0036,A011,2025-11-09,1,525,525,Prepared for witness interview
TE03390,M0148,A003,2025-01-22,3,425,1275,Reviewed billing and budget status
TE03391,M0065,A014,2026-07-08,1,600,600,Reviewed case documents and prepared analysis
TE03392,M0096,A018,2026-03-12,1,425,425,Prepared matter status update
TE03393,M0148,A006,2025-03-08,0.5,375,187.5,Reviewed billing and budget status
TE03394,M0003,A030,2025-05-24,7,475,3325,Prepared matter status update
TE03395,M0147,A014,2023-02-27,3,600,1800,Reviewed case documents and prepared analysis
TE03396,M0133,A021,2026-03-23,1,375,375,Prepared matter status update
TE03397,M0055,A028,2026-02-28,2.5,700,1750,Performed legal research
TE03398,M0143,A028,2025-12-05,4.5,700,3150,Conducted client strategy conference
TE03399,M0027,A029,2024-02-20,4,600,2400,Coordinated matter planning with client team
TE03400,M0010,A015,2024-11-07,2.5,475,1187.5,Analyzed regulatory and compliance requirements
TE03401,M0096,A037,2025-08-29,2,675,1350,Coordinated matter planning with client team
TE03402,M0130,A024,2026-03-02,1,450,450,Reviewed discovery materials
TE03403,M0057,A013,2024-11-28,5,700,3500,Performed legal research
TE03404,M0029,A036,2025-05-12,4,375,1500,Performed legal research
TE03405,M0027,A015,2024-04-23,7.5,475,3562.5,Prepared for witness interview
TE03406,M0063,A024,2025-06-02,4.5,450,2025,Drafted correspondence and legal memorandum
TE03407,M0117,A007,2023-06-30,1.5,675,1012.5,Reviewed case documents and prepared analysis
TE03408,M0125,A037,2025-05-24,7,675,4725,Performed legal research
TE03409,M0035,A037,2024-05-10,1.5,675,1012.5,Analyzed regulatory and compliance requirements
TE03410,M0058,A025,2023-12-09,3,750,2250,Reviewed discovery materials
TE03411,M0145,A012,2026-04-24,0.5,400,200,Drafted correspondence and legal memorandum
TE03412,M0064,A023,2026-06-17,8,575,4600,Coordinated matter planning with client team
TE03413,M0076,A034,2023-07-16,3.5,725,2537.5,Coordinated matter planning with client team
TE03414,M0041,A015,2026-06-13,4.5,475,2137.5,Prepared for witness interview
TE03415,M0087,A016,2026-04-03,6.5,650,4225,Reviewed billing and budget status
TE03416,M0119,A026,2023-12-28,6.5,525,3412.5,Coordinated matter planning with client team
TE03417,M0087,A006,2026-03-23,4.5,375,1687.5,Coordinated matter planning with client team
TE03418,M0077,A001,2023-06-20,3,650,1950,Coordinated matter planning with client team
TE03419,M0031,A033,2024-02-03,3,425,1275,Analyzed regulatory and compliance requirements
TE03420,M0053,A005,2026-07-02,6.5,625,4062.5,Reviewed billing and budget status
TE03421,M0132,A034,2025-09-22,0.5,725,362.5,Prepared for witness interview
TE03422,M0146,A022,2024-10-13,5,675,3375,Performed legal research
TE03423,M0044,A032,2025-09-24,3,550,1650,Reviewed billing and budget status
TE03424,M0096,A005,2025-09-06,1.5,625,937.5,Drafted correspondence and legal memorandum
TE03425,M0034,A018,2026-03-14,7.5,425,3187.5,Prepared for witness interview
TE03426,M0135,A002,2026-07-22,1,550,550,Reviewed case documents and prepared analysis
TE03427,M0057,A023,2024-08-27,2,575,1150,Conducted client strategy conference
TE03428,M0012,A028,2025-06-12,1.5,700,1050,Conducted client strategy conference
TE03429,M0033,A026,2026-03-28,5.5,525,2887.5,Conducted client strategy conference
TE03430,M0025,A026,2026-05-29,1.5,525,787.5,Prepared for witness interview
TE03431,M0095,A023,2023-12-15,4,575,2300,Analyzed regulatory and compliance requirements
TE03432,M0145,A022,2025-12-25,7,675,4725,Reviewed discovery materials
TE03433,M0020,A004,2026-02-24,0.5,725,362.5,Reviewed discovery materials
TE03434,M0142,A024,2024-09-15,2.5,450,1125,Performed legal research
TE03435,M0136,A033,2025-12-17,0.5,425,212.5,Prepared matter status update
TE03436,M0101,A011,2026-01-20,3,525,1575,Prepared for witness interview
TE03437,M0077,A008,2023-06-14,4,575,2300,Conducted client strategy conference
TE03438,M0050,A024,2025-08-19,5.5,450,2475,Reviewed discovery materials
TE03439,M0098,A030,2023-11-03,4.5,475,2137.5,Conducted client strategy conference
TE03440,M0064,A021,2026-04-01,5,375,1875,Coordinated matter planning with client team
TE03441,M0083,A015,2024-09-30,1,475,475,Coordinated matter planning with client team
TE03442,M0011,A001,2026-02-25,0.5,650,325,Drafted correspondence and legal memorandum
TE03443,M0024,A025,2024-02-13,2,750,1500,Reviewed discovery materials
TE03444,M0097,A006,2023-08-11,5,375,1875,Coordinated matter planning with client team
TE03445,M0001,A007,2026-03-24,6,675,4050,Coordinated matter planning with client team
TE03446,M0138,A017,2023-10-06,3.5,550,1925,Prepared for witness interview
TE03447,M0086,A027,2025-06-12,4,400,1600,Coordinated matter planning with client team
TE03448,M0129,A015,2023-02-05,7.5,475,3562.5,Analyzed regulatory and compliance requirements
TE03449,M0001,A029,2026-07-12,6,600,3600,Performed legal research
TE03450,M0108,A019,2025-02-26,8,725,5800,Analyzed regulatory and compliance requirements
TE03451,M0043,A004,2023-03-06,0.5,725,362.5,Reviewed discovery materials
TE03452,M0146,A035,2025-03-15,2.5,625,1562.5,Coordinated matter planning with client team
TE03453,M0119,A006,2024-03-19,1.5,375,562.5,Reviewed billing and budget status
TE03454,M0073,A013,2023-08-12,6,700,4200,Performed legal research
TE03455,M0017,A015,2026-03-05,7,475,3325,Prepared matter status update
TE03456,M0027,A031,2024-05-20,6,650,3900,Analyzed regulatory and compliance requirements
TE03457,M0104,A031,2026-04-26,2,650,1300,Analyzed regulatory and compliance requirements
TE03458,M0050,A022,2025-11-11,6,675,4050,Coordinated matter planning with client team
TE03459,M0117,A035,2023-11-08,2,625,1250,Reviewed billing and budget status
TE03460,M0111,A021,2026-01-19,3.5,375,1312.5,Performed legal research
TE03461,M0122,A009,2023-11-16,3.5,450,1575,Reviewed billing and budget status
TE03462,M0138,A023,2024-02-08,6.5,575,3737.5,Reviewed case documents and prepared analysis
TE03463,M0061,A031,2023-06-01,0.5,650,325,Reviewed billing and budget status
TE03464,M0069,A003,2026-01-23,3,425,1275,Prepared matter status update
TE03465,M0007,A020,2025-09-15,6.5,625,4062.5,Prepared for witness interview
TE03466,M0053,A021,2026-04-06,5,375,1875,Coordinated matter planning with client team
TE03467,M0090,A023,2025-08-25,2.5,575,1437.5,Coordinated matter planning with client team
TE03468,M0120,A016,2026-01-21,6.5,650,4225,Reviewed case documents and prepared analysis
TE03469,M0147,A022,2023-05-16,3.5,675,2362.5,Performed legal research
TE03470,M0128,A034,2024-03-29,3.5,725,2537.5,Prepared matter status update
TE03471,M0037,A024,2026-02-28,3,450,1350,Drafted correspondence and legal memorandum
TE03472,M0132,A030,2025-06-21,1.5,475,712.5,Reviewed case documents and prepared analysis
TE03473,M0147,A027,2023-03-22,8,400,3200,Reviewed case documents and prepared analysis
TE03474,M0045,A031,2025-08-07,0.5,650,325,Prepared for witness interview
TE03475,M0012,A017,2025-12-24,1,550,550,Performed legal research
TE03476,M0075,A006,2026-05-04,3.5,375,1312.5,Reviewed discovery materials
TE03477,M0123,A025,2026-03-16,3.5,750,2625,Reviewed case documents and prepared analysis
TE03478,M0116,A026,2024-12-16,0.5,525,262.5,Analyzed regulatory and compliance requirements
TE03479,M0051,A033,2025-02-24,8,425,3400,Reviewed discovery materials
TE03480,M0107,A009,2025-05-15,4.5,450,2025,Reviewed discovery materials
TE03481,M0011,A034,2026-06-09,3,725,2175,Conducted client strategy conference
TE03482,M0003,A002,2024-09-17,6.5,550,3575,Coordinated matter planning with client team
TE03483,M0033,A005,2025-03-18,2.5,625,1562.5,Drafted correspondence and legal memorandum
TE03484,M0115,A030,2026-07-19,7.5,475,3562.5,Analyzed regulatory and compliance requirements
TE03485,M0029,A007,2025-05-24,5,675,3375,Performed legal research
TE03486,M0056,A030,2026-01-13,6,475,2850,Reviewed billing and budget status
TE03487,M0150,A026,2025-07-02,2,525,1050,Drafted correspondence and legal memorandum
TE03488,M0025,A018,2025-10-07,2.5,425,1062.5,Drafted correspondence and legal memorandum
TE03489,M0021,A030,2024-07-06,4.5,475,2137.5,Reviewed billing and budget status
TE03490,M0019,A030,2026-02-24,7,475,3325,Reviewed billing and budget status
TE03491,M0126,A006,2026-01-03,8,375,3000,Prepared matter status update
TE03492,M0055,A015,2025-05-03,5,475,2375,Reviewed billing and budget status
TE03493,M0003,A008,2026-07-09,1,575,575,Drafted correspondence and legal memorandum
TE03494,M0099,A017,2025-04-09,3,550,1650,Reviewed discovery materials
TE03495,M0113,A024,2026-03-26,4,450,1800,Prepared matter status update
TE03496,M0112,A033,2023-12-21,2,425,850,Coordinated matter planning with client team
TE03497,M0099,A001,2025-04-18,3.5,650,2275,Coordinated matter planning with client team
TE03498,M0108,A010,2025-04-02,4,750,3000,Performed legal research
TE03499,M0089,A002,2025-09-08,2.5,550,1375,Analyzed regulatory and compliance requirements
TE03500,M0109,A025,2025-04-23,0.5,750,375,Prepared for witness interview
TE03501,M0146,A016,2025-04-07,4.5,650,2925,Prepared matter status update
TE03502,M0100,A019,2026-07-03,4.5,725,3262.5,Conducted client strategy conference
TE03503,M0057,A029,2024-07-21,2,600,1200,Coordinated matter planning with client team
TE03504,M0036,A027,2026-07-02,3,400,1200,Coordinated matter planning with client team
TE03505,M0040,A023,2025-09-15,8,575,4600,Prepared for witness interview
TE03506,M0073,A034,2024-12-09,0.5,725,362.5,Analyzed regulatory and compliance requirements
TE03507,M0068,A034,2023-10-04,1.5,725,1087.5,Performed legal research
TE03508,M0018,A033,2025-11-25,7.5,425,3187.5,Conducted client strategy conference
TE03509,M0141,A011,2025-12-04,4.5,525,2362.5,Reviewed discovery materials
TE03510,M0071,A017,2026-07-26,0.5,550,275,Analyzed regulatory and compliance requirements
TE03511,M0133,A014,2025-07-15,1,600,600,Prepared matter status update
TE03512,M0058,A028,2024-01-09,2.5,700,1750,Prepared matter status update
TE03513,M0086,A010,2026-04-16,4.5,750,3375,Reviewed billing and budget status
TE03514,M0111,A031,2026-03-25,6,650,3900,Prepared matter status update
TE03515,M0081,A002,2026-07-26,3,550,1650,Prepared for witness interview
TE03516,M0037,A015,2026-03-09,7.5,475,3562.5,Prepared for witness interview
TE03517,M0055,A003,2026-03-13,5.5,425,2337.5,Analyzed regulatory and compliance requirements
TE03518,M0060,A019,2024-11-09,5.5,725,3987.5,Reviewed billing and budget status
TE03519,M0066,A015,2026-06-17,3,475,1425,Reviewed case documents and prepared analysis
TE03520,M0069,A007,2025-09-26,0.5,675,337.5,Drafted correspondence and legal memorandum
TE03521,M0109,A036,2025-09-28,2.5,375,937.5,Analyzed regulatory and compliance requirements
TE03522,M0005,A012,2023-07-27,1.5,400,600,Reviewed discovery materials
TE03523,M0063,A004,2024-07-13,3.5,725,2537.5,Reviewed discovery materials
TE03524,M0141,A001,2026-07-05,7.5,650,4875,Reviewed discovery materials
TE03525,M0093,A009,2026-06-07,5,450,2250,Reviewed discovery materials
TE03526,M0027,A022,2024-06-02,6,675,4050,Conducted client strategy conference
TE03527,M0060,A016,2026-02-19,4.5,650,2925,Performed legal research
TE03528,M0040,A036,2026-06-28,6,375,2250,Prepared matter status update
TE03529,M0117,A025,2023-09-17,4.5,750,3375,Conducted client strategy conference
TE03530,M0126,A032,2025-08-04,0.5,550,275,Coordinated matter planning with client team
TE03531,M0020,A020,2025-06-18,2,625,1250,Reviewed case documents and prepared analysis
TE03532,M0042,A025,2026-06-01,1,750,750,Prepared for witness interview
TE03533,M0135,A009,2025-05-17,0.5,450,225,Performed legal research
TE03534,M0052,A002,2024-03-25,2.5,550,1375,Conducted client strategy conference
TE03535,M0125,A025,2026-01-11,8,750,6000,Drafted correspondence and legal memorandum
TE03536,M0081,A021,2026-07-11,1,375,375,Analyzed regulatory and compliance requirements
TE03537,M0101,A029,2026-06-03,8,600,4800,Prepared for witness interview
TE03538,M0019,A029,2026-04-10,7,600,4200,Prepared for witness interview
TE03539,M0056,A001,2026-05-19,6,650,3900,Coordinated matter planning with client team
TE03540,M0035,A006,2024-03-14,1,375,375,Prepared matter status update
TE03541,M0019,A009,2026-01-24,4,450,1800,Reviewed billing and budget status
TE03542,M0150,A035,2025-08-09,0.5,625,312.5,Analyzed regulatory and compliance requirements
TE03543,M0079,A012,2025-10-30,3.5,400,1400,Reviewed case documents and prepared analysis
TE03544,M0039,A021,2024-03-06,1.5,375,562.5,Reviewed billing and budget status
TE03545,M0135,A037,2025-08-15,7,675,4725,Conducted client strategy conference
TE03546,M0105,A023,2024-07-18,6,575,3450,Reviewed billing and budget status
TE03547,M0044,A032,2025-10-29,4,550,2200,Prepared for witness interview
TE03548,M0042,A033,2025-09-28,2,425,850,Reviewed discovery materials
TE03549,M0129,A023,2023-02-12,1.5,575,862.5,Conducted client strategy conference
TE03550,M0039,A037,2024-07-30,7.5,675,5062.5,Analyzed regulatory and compliance requirements
TE03551,M0027,A027,2024-03-26,3.5,400,1400,Reviewed case documents and prepared analysis
TE03552,M0014,A011,2026-07-26,3.5,525,1837.5,Reviewed case documents and prepared analysis
TE03553,M0098,A034,2023-10-24,3.5,725,2537.5,Performed legal research
TE03554,M0067,A035,2023-06-14,1,625,625,Drafted correspondence and legal memorandum
TE03555,M0077,A028,2024-01-19,0.5,700,350,Analyzed regulatory and compliance requirements
TE03556,M0133,A012,2024-01-18,1.5,400,600,Prepared for witness interview
TE03557,M0026,A016,2024-09-14,6.5,650,4225,Prepared for witness interview
TE03558,M0028,A015,2025-05-13,6.5,475,3087.5,Reviewed discovery materials
TE03559,M0079,A020,2025-11-11,0.5,625,312.5,Prepared for witness interview
TE03560,M0121,A033,2026-03-05,6.5,425,2762.5,Reviewed billing and budget status
TE03561,M0088,A030,2024-05-01,7,475,3325,Conducted client strategy conference
TE03562,M0030,A003,2025-09-23,0.5,425,212.5,Analyzed regulatory and compliance requirements
TE03563,M0025,A012,2024-08-11,5.5,400,2200,Conducted client strategy conference
TE03564,M0106,A028,2024-05-12,5.5,700,3850,Reviewed discovery materials
TE03565,M0065,A015,2025-11-26,1.5,475,712.5,Performed legal research
TE03566,M0104,A004,2026-04-15,3,725,2175,Performed legal research
TE03567,M0089,A036,2025-07-17,8,375,3000,Drafted correspondence and legal memorandum
TE03568,M0063,A033,2025-11-26,2,425,850,Analyzed regulatory and compliance requirements
TE03569,M0130,A006,2024-09-02,8,375,3000,Analyzed regulatory and compliance requirements
TE03570,M0081,A004,2025-08-04,4,725,2900,Analyzed regulatory and compliance requirements
TE03571,M0042,A033,2025-08-21,7,425,2975,Prepared for witness interview
TE03572,M0037,A030,2026-03-12,6,475,2850,Prepared matter status update
TE03573,M0082,A005,2024-09-10,7,625,4375,Prepared for witness interview
TE03574,M0007,A031,2025-07-23,7.5,650,4875,Performed legal research
TE03575,M0054,A020,2025-09-12,6.5,625,4062.5,Performed legal research
TE03576,M0039,A027,2024-06-30,1,400,400,Coordinated matter planning with client team
TE03577,M0013,A017,2026-03-03,8,550,4400,Conducted client strategy conference
TE03578,M0127,A016,2023-07-09,1,650,650,Analyzed regulatory and compliance requirements
TE03579,M0064,A021,2026-04-25,5,375,1875,Prepared matter status update
TE03580,M0091,A029,2025-08-02,3,600,1800,Prepared for witness interview
TE03581,M0115,A010,2026-04-07,2.5,750,1875,Reviewed discovery materials
TE03582,M0021,A028,2023-09-11,5,700,3500,Analyzed regulatory and compliance requirements
TE03583,M0034,A013,2026-04-24,4.5,700,3150,Coordinated matter planning with client team
TE03584,M0063,A024,2023-11-20,5.5,450,2475,Reviewed case documents and prepared analysis
TE03585,M0095,A005,2023-08-02,5.5,625,3437.5,Prepared matter status update
TE03586,M0115,A023,2026-03-16,1,575,575,Coordinated matter planning with client team
TE03587,M0047,A033,2025-04-06,3,425,1275,Analyzed regulatory and compliance requirements
TE03588,M0012,A002,2024-12-11,2,550,1100,Analyzed regulatory and compliance requirements
TE03589,M0114,A021,2024-10-16,2.5,375,937.5,Coordinated matter planning with client team
TE03590,M0028,A012,2025-07-19,8,400,3200,Drafted correspondence and legal memorandum
TE03591,M0043,A029,2026-03-17,6.5,600,3900,Reviewed billing and budget status
TE03592,M0119,A006,2024-01-03,1.5,375,562.5,Analyzed regulatory and compliance requirements
TE03593,M0075,A018,2024-10-11,6.5,425,2762.5,Coordinated matter planning with client team
TE03594,M0005,A024,2025-04-30,1,450,450,Analyzed regulatory and compliance requirements
TE03595,M0108,A012,2025-05-02,1.5,400,600,Conducted client strategy conference
TE03596,M0141,A009,2026-06-15,1,450,450,Reviewed discovery materials
TE03597,M0021,A037,2025-08-16,1,675,675,Prepared matter status update
TE03598,M0063,A031,2026-07-16,3.5,650,2275,Reviewed discovery materials
TE03599,M0005,A006,2023-10-18,2.5,375,937.5,Analyzed regulatory and compliance requirements
TE03600,M0099,A014,2024-12-25,2.5,600,1500,Reviewed discovery materials
TE03601,M0029,A009,2025-05-11,1.5,450,675,Prepared matter status update
TE03602,M0120,A037,2026-02-09,3,675,2025,Conducted client strategy conference
TE03603,M0139,A023,2023-07-27,5.5,575,3162.5,Drafted correspondence and legal memorandum
TE03604,M0032,A005,2025-11-19,7.5,625,4687.5,Coordinated matter planning with client team
TE03605,M0009,A025,2024-07-31,3,750,2250,Reviewed case documents and prepared analysis
TE03606,M0142,A006,2025-02-21,7.5,375,2812.5,Prepared for witness interview
TE03607,M0092,A030,2026-06-12,4.5,475,2137.5,Prepared matter status update
TE03608,M0146,A009,2026-06-28,5.5,450,2475,Prepared for witness interview
TE03609,M0049,A006,2023-06-29,4,375,1500,Performed legal research
TE03610,M0074,A025,2026-07-23,3.5,750,2625,Reviewed discovery materials
TE03611,M0089,A031,2025-06-18,4,650,2600,Conducted client strategy conference
TE03612,M0016,A023,2025-04-24,8,575,4600,Conducted client strategy conference
TE03613,M0099,A025,2025-03-31,1,750,750,Drafted correspondence and legal memorandum
TE03614,M0015,A035,2026-07-08,2.5,625,1562.5,Reviewed billing and budget status
TE03615,M0136,A032,2026-07-22,7.5,550,4125,Drafted correspondence and legal memorandum
TE03616,M0078,A029,2024-01-08,0.5,600,300,Reviewed case documents and prepared analysis
TE03617,M0127,A007,2024-01-14,2.5,675,1687.5,Coordinated matter planning with client team
